0       0	2
1       -1	1
2       1	1
3       1	1.73205080756888
4       1	1
5       0	1.4142135623731
6       -2	1.4142135623731
7       0	1.4142135623731
8       2	1.4142135623731
9       0	2
10      2	2.44948974278318
11      1	1
12      1	1.73205080756888
13      -1	1
14      -3	2.23606797749979
15      0	2
16      -1	1
17      0	1.4142135623731
18      -1	1.73205080756888
19      1	1.73205080756888
20      0	1.4142135623731
21      1	1.73205080756888
22      -1	1.73205080756888
23      -1	1.73205080756888
24      -1	2.23606797749979
25      0	2
26      1	1
27      -1	1
28      3	1.73205080756888
29      -2	1.4142135623731
30      0	1.4142135623731
31      1	1
32      -4	2
33      2	2
34      0	1.4142135623731
35      -1	1
36      -1	1.73205080756888
37      -2	1.4142135623731
38      0	2
39      0	2.44948974278318
40      1	1
41      0	1.4142135623731
42      0	0
43      1	1.73205080756888
44      1	1
45      1	1.73205080756888
46      -1	1.73205080756888
47      0	1.4142135623731
48      0	2
49      1	1.73205080756888
50      1	2.23606797749979
51      1	1.73205080756888
52      -1	1.73205080756888
53      0	1.4142135623731
54      0	2
55      0	1.4142135623731
56      3	1.73205080756888
57      -1	1
58      0	1.4142135623731
59      -1	1
60      2	1.4142135623731
61      -1	1
62      -1	2.23606797749979
63      0	2
64      -1	1
65      3	1.73205080756888
66      2	2
67      1	1.73205080756888
68      3	1.73205080756888
69      0	2.82842712474619
70      -1	1.73205080756888
71      0	2
72      5	2.23606797749979
73      1	1
74      -1	1.73205080756888
75      -2	2
76      0	1.4142135623731
77      -3	1.73205080756888
78      2	1.4142135623731
79      0	2
80      -1	2.23606797749979
81      0	2
82      -1	1
83      0	1.4142135623731
84      4	2.44948974278318
85      -2	1.4142135623731
86      0	1.4142135623731
87      0	1.4142135623731
88      -1	1
89      -2	2
90      5	2.23606797749979
91      1	1
92      0	1.4142135623731
93      1	1
94      1	1
95      0	1.4142135623731
96      0	1.4142135623731
97      -1	1.73205080756888
98      0	1.4142135623731
99      0	2
100     -4	2.44948974278318
101     1	1.73205080756888
102     0	1.4142135623731
103     1	2.23606797749979
104     3	1.73205080756888
105     -3	1.73205080756888
106     -1	1
107     3	1.73205080756888
108     2	1.4142135623731
109     2	2.44948974278318
110     -1	1.73205080756888
111     4	2
112     -4	2.82842712474619
113     0	0
114     -1	1
115     -2	2
116     -2	1.4142135623731
117     0	1.4142135623731
118     -1	1
119     3	1.73205080756888
120     -1	1
121     -1	2.23606797749979
122     -2	2.44948974278318
123     1	1
124     -1	2.23606797749979
125     2	1.4142135623731
126     0	1.4142135623731
127     -4	2
128     1	2.23606797749979
129     0	1.4142135623731
130     -1	2.64575131106459
131     -2	2.82842712474619
132     0	1.4142135623731
133     3	2.23606797749979
134     -1	2.23606797749979
135     1	1
136     -1	1
137     1	2.23606797749979
138     3	2.23606797749979
139     -1	1.73205080756888
140     0	1.4142135623731
141     -1	1.73205080756888
142     1	2.64575131106459
143     -1	1
144     -1	1.73205080756888
145     0	1.4142135623731
146     2	1.4142135623731
147     3	1.73205080756888
148     1	1.73205080756888
149     -1	2.23606797749979
150     -1	1
151     2	2
152     0	0
153     0	1.4142135623731
154     3	2.23606797749979
155     0	1.4142135623731
156     -1	1.73205080756888
157     1	1.73205080756888
158     -3	1.73205080756888
159     -2	1.4142135623731
160     0	2.44948974278318
161     -1	1.73205080756888
162     5	2.23606797749979
163     1	1
164     -1	3
165     -1	2.64575131106459
166     0	2
167     1	1.73205080756888
168     3	1.73205080756888
169     1	1
170     0	1.4142135623731
171     1	1
172     -3	1.73205080756888
173     -4	2
174     -3	1.73205080756888
175     2	1.4142135623731
176     1	2.64575131106459
177     0	1.4142135623731
178     1	1.73205080756888
179     -2	1.4142135623731
180     0	1.4142135623731
181     -3	2.23606797749979
182     -1	1
183     2	2
184     0	1.4142135623731
185     1	1.73205080756888
186     0	2
187     1	1.73205080756888
188     -1	1.73205080756888
189     2	1.4142135623731
190     0	2.82842712474619
191     1	1
192     1	1
193     1	2.23606797749979
194     1	1.73205080756888
195     0	1.4142135623731
196     1	1.73205080756888
197     -1	1
198     -2	1.4142135623731
199     -1	1.73205080756888
200     0	2.44948974278318
201     -2	1.4142135623731
202     2	1.4142135623731
203     1	1.73205080756888
204     -3	1.73205080756888
205     0	1.4142135623731
206     1	1.73205080756888
207     2	1.4142135623731
208     3	1.73205080756888
209     -1	1.73205080756888
210     -1	1.73205080756888
211     -1	1.73205080756888
212     -2	1.4142135623731
213     2	2
214     -2	2
215     0	1.4142135623731
216     3	2.23606797749979
217     -1	1.73205080756888
218     -4	2.44948974278318
219     -3	2.64575131106459
220     0	1.4142135623731
221     1	2.23606797749979
222     0	1.4142135623731
223     2	1.4142135623731
224     2	1.4142135623731
225     -1	1.73205080756888
226     0	2.44948974278318
227     -2	2.44948974278318
228     -1	1.73205080756888
229     2	2
230     2	2
231     2	1.4142135623731
232     1	1.73205080756888
233     2	2
234     0	0
235     -1	2.23606797749979
236     -1	1.73205080756888
237     0	1.4142135623731
238     -2	1.4142135623731
239     0	1.4142135623731
240     -1	2.23606797749979
241     0	1.4142135623731
242     2	1.4142135623731
243     -1	1
244     -3	1.73205080756888
245     0	1.4142135623731
246     -1	2.64575131106459
247     2	1.4142135623731
248     1	2.64575131106459
249     -3	1.73205080756888
250     -2	1.4142135623731
251     1	2.23606797749979
252     -1	1
253     3	2.23606797749979
254     0	1.4142135623731
255     3	1.73205080756888
256     2	2
257     -1	2.64575131106459
258     -1	1
259     -2	1.4142135623731
260     3	1.73205080756888
261     -4	2.44948974278318
262     1	1
263     0	1.4142135623731
264     1	1.73205080756888
265     1	1
266     -1	1.73205080756888
267     0	1.4142135623731
268     0	1.4142135623731
269     1	1.73205080756888
270     -2	2
271     0	0
272     -3	2.23606797749979
273     -2	2
274     0	1.4142135623731
275     -1	2.23606797749979
276     0	2.44948974278318
277     -4	2
278     0	1.4142135623731
279     1	2.23606797749979
280     -1	2.23606797749979
281     2	1.4142135623731
282     0	1.4142135623731
283     1	1
284     -3	2.23606797749979
285     -1	2.23606797749979
286     1	1.73205080756888
287     0	1.4142135623731
288     2	1.4142135623731
289     0	1.4142135623731
290     -1	1
291     -2	2.44948974278318
292     0	0
293     -1	2.23606797749979
294     1	1.73205080756888
295     -2	2.82842712474619
296     -3	1.73205080756888
297     3	2.23606797749979
298     -3	1.73205080756888
299     2	2
300     -1	2.23606797749979
301     0	1.4142135623731
302     1	1
303     0	0
304     2	1.4142135623731
305     -3	1.73205080756888
306     0	0
307     5	2.23606797749979
308     -1	1.73205080756888
309     1	1.73205080756888
310     0	1.4142135623731
311     -3	2.23606797749979
312     0	1.4142135623731
313     3	1.73205080756888
314     1	2.23606797749979
315     3	1.73205080756888
316     0	2.82842712474619
317     -3	2.23606797749979
318     0	2
319     1	1
320     0	1.4142135623731
321     -2	1.4142135623731
322     2	2
323     0	0
324     1	2.23606797749979
325     0	0
326     1	1
327     1	2.64575131106459
328     -2	2
329     2	1.4142135623731
330     1	3
331     1	1.73205080756888
332     1	2.23606797749979
333     0	2
334     2	1.4142135623731
335     1	1.73205080756888
336     0	1.4142135623731
337     0	1.4142135623731
338     1	1
339     2	2
340     2	2
341     2	2.44948974278318
342     0	2
343     -1	1
344     -2	2
345     -3	2.23606797749979
346     -1	1
347     -1	2.23606797749979
348     -1	1.73205080756888
349     1	1.73205080756888
350     -1	1
351     3	2.23606797749979
352     1	1
353     0	2.82842712474619
354     2	1.4142135623731
355     -2	2
356     -2	2
357     1	2.23606797749979
358     0	0
359     2	1.4142135623731
360     -1	1
361     1	1.73205080756888
362     0	2.44948974278318
363     0	2.44948974278318
364     2	1.4142135623731
365     5	2.64575131106459
366     -1	2.23606797749979
367     -2	1.4142135623731
368     1	1
369     -1	1.73205080756888
370     1	2.23606797749979
371     0	1.4142135623731
372     0	1.4142135623731
373     0	2
374     1	1
375     1	1
376     0	0
377     0	1.4142135623731
378     -3	2.23606797749979
379     1	1.73205080756888
380     0	2
381     -1	1.73205080756888
382     2	1.4142135623731
383     -1	1.73205080756888
384     -2	1.4142135623731
385     0	0
386     1	1.73205080756888
387     1	2.23606797749979
388     0	2
389     0	1.4142135623731
390     1	1
391     1	2.23606797749979
392     0	1.4142135623731
393     -5	2.23606797749979
394     2	2
395     1	1.73205080756888
396     3	2.23606797749979
397     -1	2.23606797749979
398     3	2.23606797749979
399     1	1.73205080756888
400     3	1.73205080756888
401     -2	2
402     1	1.73205080756888
403     1	1
404     1	2.23606797749979
405     1	2.23606797749979
406     3	2.23606797749979
407     0	1.4142135623731
408     -2	2
409     -1	1.73205080756888
410     -1	1.73205080756888
411     -5	2.64575131106459
412     -2	1.4142135623731
413     0	1.4142135623731
414     0	2
415     -1	1
416     -1	1.73205080756888
417     3	1.73205080756888
418     1	1
419     1	1
420     -1	1.73205080756888
421     -1	1.73205080756888
422     -2	1.4142135623731
423     0	1.4142135623731
424     1	1
425     -1	1.73205080756888
426     3	1.73205080756888
427     0	0
428     0	1.4142135623731
429     2	2
430     -2	2.44948974278318
431     -4	2
432     1	2.23606797749979
433     -3	1.73205080756888
434     2	2.44948974278318
435     3	1.73205080756888
436     0	2
437     -1	1
438     -1	1.73205080756888
439     -1	1.73205080756888
440     -2	1.4142135623731
441     0	1.4142135623731
442     -2	2
443     0	1.4142135623731
444     1	1.73205080756888
445     1	1
446     0	0
447     -1	1.73205080756888
448     -1	1.73205080756888
449     -2	2
450     1	2.23606797749979
451     -1	2.23606797749979
452     0	0
453     0	0
454     -1	1
455     0	0
456     2	2
457     -1	1.73205080756888
458     0	1.4142135623731
459     1	1
460     -1	1.73205080756888
461     1	1
462     -2	2
463     2	2
464     0	2
465     -1	1.73205080756888
466     -1	1.73205080756888
467     1	1
468     3	1.73205080756888
469     2	2
470     1	1
471     -1	1.73205080756888
472     -2	2
473     2	1.4142135623731
474     1	1.73205080756888
475     0	2
476     1	1.73205080756888
477     1	1.73205080756888
478     0	1.4142135623731
479     -1	2.64575131106459
480     3	2.23606797749979
481     3	1.73205080756888
482     0	1.4142135623731
483     -3	1.73205080756888
484     1	1
485     0	0
486     -2	1.4142135623731
487     0	1.4142135623731
488     -1	2.23606797749979
489     0	1.4142135623731
490     0	1.4142135623731
491     -1	1
492     1	1
493     -1	1.73205080756888
494     -2	2.44948974278318
495     -1	1.73205080756888
496     2	2
497     0	0
498     -2	1.4142135623731
499     1	1
500     -1	1
501     1	1.73205080756888
502     -2	1.4142135623731
503     1	1.73205080756888
504     -2	2.44948974278318
505     1	1
