1986    23	6.70820393249937
1987    50	9.89949493661167
1988    61	10.0498756211209
1989    95	12.2882057274445
1990    100	13.7840487520902
1991    113	15.2643375224737
1992    155	16.5227116418583
1993    241	20.4694894904587
1994    313	22.6053091109146
1995    429	26.7394839142419
1996    533	29.6479341607472
1997    658	31.2089730686545
1998    781	34.132096331752
1999    899	36.2353418639869
2000    967	37.5632799419859
2001    1064	38.781438859
2002    1127	39
2003    1159	40.236799077
2004    1236	40.963398296
2005    1178	40.174618853
2006    1307	41.194659848
2007    1200	39.849717690
2008    1229	39.987498046
2009    1266	40.024992192
2010    1173	39.127995093
2011    1170	38.418745424
2012    1111	37.960505792
2013    1079	37.215588131
2014    1085	37.616485747
2015    1063	36.810324638
2016    1022	36.027767069
2017    977	35.2562051276084
2018    1009	35.930488446
2019    952	35.1283361405006
2020    954	34.7275107083707
2021    937	34.5976877840124
2022    1002	34.928498393
2023    895	33.6303434416005
2024    886	33.0756708170825
2025    829	32.6343377441614
2026    758	31.8119474411737
2027    815	32.5115364140177
2028    822	31.8747549010185
2029    825	31.984371183439
2030    739	31.543620591175
2031    746	31.1448230047949
2032    677	29.1376045686669
2033    758	31.0161248385416
2034    703	29.9165506033032
2035    732	29.7657521322744
2036    712	30.0333148353624
2037    689	29.3428015022424
2038    642	28.2842712474619
2039    621	27.5862284482674
2040    614	27.7848879788996
2041    552	27.2029410174709
2042    560	26.4952825989835
2043    555	27.0739727413618
2044    544	26.2678510731274
2045    517	26.2868788561898
2046    549	26.3628526529281
2047    567	26.4764045897475
2048    483	25.3968501984006
2049    470	24.6981780704569
2050    504	24.6170672501823
2051    488	24.8596057893121
2052    438	24.0831891575846
2053    456	24.2487113059643
2054    433	23.8117617995813
2055    442	24
2056    409	23
2057    437	23.43074902772
2058    436	23.5796522451032
2059    382	22.2261107708929
2060    416	22.3159136044214
2061    406	22.2710574513201
2062    400	22
2063    372	21.3541565040626
2064    354	21.2602916254693
2065    343	21.142374511866
2066    296	20.4939015319192
2067    302	20.8326666559997
2068    356	20.4939015319192
2069    309	20.2237484161567
2070    333	20.6639783197718
2071    324	20.0997512422418
2072    314	19.2353840616713
2073    314	19.7484176581315
2074    324	20.4450483002609
2075    290	18.9736659610103
2076    272	18.9208879284245
2077    288	19.1833260932509
2078    257	18.7349939951952
2079    243	17.4068951855292
2080    254	17.606816861659
2081    244	17.2046505340853
2082    264	17.8885438199983
2083    188	16.3095064303001
2084    241	17.2336879396141
2085    231	17
2086    228	16.9115345252878
2087    171	15.5884572681199
2088    254	17.4355957741627
2089    222	16
2090    195	15.7797338380595
2091    194	15.8113883008419
2092    211	16.0934769394311
2093    193	15.9687194226713
2094    174	14.8996644257513
2095    179	15.1327459504216
2096    183	15.6524758424985
2097    181	15.1327459504216
2098    175	15.2643375224737
2099    164	13.9283882771841
2100    159	14.1774468787578
2101    144	14.2126704035519
2102    136	14.142135623731
2103    168	14.6969384566991
2104    172	14.2828568570857
2105    151	14.456832294801
2106    156	13.7840487520902
2107    155	13.7477270848675
2108    130	13.2664991614216
2109    122	13.0384048104053
2110    125	12.9228479833201
2111    137	13.4536240470737
2112    143	13.1529464379659
2113    119	12.4498995979887
2114    120	12.5698050899765
2115    102	12.0830459735946
2116    115	12.369316876853
2117    114	12.4096736459909
2118    136	12.7279220613579
2119    106	11.4891252930761
2120    105	11.9582607431014
2121    84	10.6770782520313
2122    88	11.5758369027902
2123    88	11.2249721603218
2124    94	11.8321595661992
2125    102	10.6770782520313
2126    82	11.2249721603218
2127    72	10
2128    78	10.3923048454133
2129    110	11.6619037896906
2130    62	9.79795897113271
2131    62	9.48683298050514
2132    82	10.5830052442584
2133    79	10.5356537528527
2134    88	11.0453610171873
2135    68	9.48683298050514
2136    66	9.48683298050514
2137    66	9.16515138991168
2138    76	10.0995049383621
2139    64	9.16515138991168
2140    57	8.42614977317636
2141    66	9.2736184954957
2142    68	9.16515138991168
2143    66	9.16515138991168
2144    80	9.69535971483266
2145    60	9.48683298050514
2146    84	10.4880884817015
2147    65	9.1104335791443
2148    65	9.4339811320566
2149    40	7.87400787401181
2150    69	8.66025403784439
2151    47	7.81024967590665
2152    39	8.18535277187245
2153    59	8.30662386291808
2154    36	7.48331477354788
2155    37	7.41619848709566
2156    37	7.68114574786861
2157    50	8
2158    40	7.74596669241483
2159    45	7.93725393319377
2160    50	8.12403840463596
2161    52	8
2162    33	6.40312423743285
2163    42	8
2164    28	6.32455532033676
2165    37	7.28010988928052
2166    49	7.54983443527075
2167    40	7.21110255092798
2168    42	7.61577310586391
2169    41	7.41619848709566
2170    25	7.14142842854285
2171    19	5.74456264653803
2172    21	6.40312423743285
2173    29	6.557438524302
2174    27	7
2175    38	6.92820323027551
2176    21	6.2449979983984
2177    34	6.92820323027551
2178    29	6.85565460040104
2179    30	6.6332495807108
2180    34	6.78232998312527
2181    28	5.8309518948453
2182    24	6
2183    17	5.74456264653803
2184    27	6.557438524302
2185    17	5
2186    12	5.29150262212918
2187    29	6.40312423743285
2188    21	5.56776436283002
2189    20	6.48074069840786
2190    30	6.16441400296898
2191    22	6.32455532033676
2192    20	5.29150262212918
2193    4	4.47213595499958
2194    27	6.40312423743285
2195    18	6.32455532033676
2196    19	5.3851648071345
2197    31	6.40312423743285
2198    10	4.89897948556636
2199    16	4.69041575982343
2200    19	5.91607978309962
2201    18	5.29150262212918
2202    15	4.58257569495584
2203    9	4.35889894354067
